"URL","Log#","Incident Types","IPRA/COPA Notification Date","Incident Date & Time","District of Occurrence"
"https://www.chicagocopa.org/case/1090087/","1090087","Firearm Discharge","07-03-2018","07-03-2018 8:03 pm","11"
"https://www.chicagocopa.org/case/1090089/","1090089","Firearm Discharge","07-04-2018","07-04-2018 2:40 am","15"
"https://www.chicagocopa.org/case/1090215/","1090215","Other Use Of Force","07-13-2018","07-13-2018 3:40 am","16"
"https://www.chicagocopa.org/case/1090231/","1090231","Firearm Discharge","07-13-2018","07-13-2018 9:36 pm","04"
"https://www.chicagocopa.org/case/1090234/","1090234","Firearm Discharge","07-14-2018","07-14-2018 5:31 pm","03"
"https://www.chicagocopa.org/case/1090501/","1090501","Firearm Discharge","08-02-2018","08-02-2018 1:29 pm","22"
"https://www.chicagocopa.org/case/1090601/","1090601","Firearm Discharge","08-13-2018","08-13-2018 1:07 am","05"
"https://www.chicagocopa.org/case/1090884/","1090884","Firearm Discharge","08-31-2018","08-31-2018 5:24 pm","04"
"https://www.chicagocopa.org/case/1091275/","1091275","Firearm Discharge","10-04-2018","10-04-2018 3:55 pm","17"
"https://www.chicagocopa.org/case/1091317/","1091317","Other Use Of Force","10-09-2018","10-09-2018 11:39 pm","09"
"https://www.chicagocopa.org/case/1091592/","1091592","Firearm Discharge","10-31-2018","10-31-2018 7:12 pm","06"
"https://www.chicagocopa.org/case/1091725/","1091725","Firearm Discharge","11-14-2018","11-14-2018 3:14 pm","11"
"https://www.chicagocopa.org/case/1091770/","1091770","Firearm Discharge","11-19-2018","11-19-2018 3:14 pm","01"
"https://www.chicagocopa.org/case/1091779/","1091779","Firearm Discharge","11-20-2018","11-20-2018 11:26 am","22"
"https://www.chicagocopa.org/case/1091794/","1091794","Firearm Discharge","11-22-2018","11-22-2018 2:23 am","20"
"https://www.chicagocopa.org/case/1091907/","1091907","Firearm Discharge","12-05-2018","12-05-2018 10:37 pm","14"
"https://www.chicagocopa.org/case/1091909/","1091909","Firearm Discharge","12-05-2018","12-05-2018 11:24 pm","11"
"https://www.chicagocopa.org/case/1092023/","1092023","Firearm Discharge","12-17-2018","12-17-2018 11:54 pm","07"
"https://www.chicagocopa.org/case/1092482/","1092482","Firearm Discharge","01-26-2019","01-26-2019 6:43 pm","24"
"https://www.chicagocopa.org/case/2019-0000048/","2019-0048","Other Use Of Force","02-13-2019","02-13-2019 11:16 pm","02"
"https://www.chicagocopa.org/case/2019-0000090/","2019-0090","Firearm Discharge","02-16-2019","02-16-2019 8:31 pm","10"
"https://www.chicagocopa.org/case/2019-0000233/","2019-0233","Firearm Discharge","02-26-2019","02-26-2019 7:39 pm","03"
"https://www.chicagocopa.org/case/2019-0000294/","2019-0294","Other Use Of Force","03-03-2019","03-03-2019 9:16 pm","05"
"https://www.chicagocopa.org/case/2019-1099/","2019-1099","Firearm Discharge","05-03-2019","05-03-2019 8:12 pm","11"
"https://www.chicagocopa.org/case/2019-0001617/","2019-1617","Firearm Discharge","05-11-2019","05-11-2019 3:27 pm","10"
"https://www.chicagocopa.org/case/2019-0001703/","2019-1703","Other Use Of Force","05-16-2019","05-16-2019 8:51 pm","15"
"https://www.chicagocopa.org/case/2019-0001780/","2019-1780","Firearm Discharge","05-22-2019","05-22-2019 11:00 am","03"
"https://www.chicagocopa.org/case/2019-0001836/","2019-1836","Firearm Discharge","05-25-2019","05-25-2019 10:11 pm","11"
"https://www.chicagocopa.org/case/2019-1855/","2019-1855","Firearm Discharge","05-28-2019","05-28-2019 1:46 pm","04"
"https://www.chicagocopa.org/case/2019-0002060/","2019-2060","Other Use Of Force","06-08-2019","06-08-2019 9:22 pm","11"
"https://www.chicagocopa.org/case/2019-2248/","2019-2248","Firearm Discharge","06-19-2019","06-19-2019 8:03 am","22"
"https://www.chicagocopa.org/case/2019-2529/","2019-2529","Firearm Discharge","07-08-2019","07-08-2019 7:01 am","25"
"https://www.chicagocopa.org/case/2019-2605/","2019-2605","Other Use Of Force","07-10-2019","07-10-2019 5:09 pm","07"
"https://www.chicagocopa.org/case/2019-3064/","2019-3064","Firearm Discharge","08-07-2019","08-07-2019 3:55 am","04"
"https://www.chicagocopa.org/case/2019-3154/","2019-3154","Firearm Discharge","08-11-2019","08-11-2019 2:28 am","07"
"https://www.chicagocopa.org/case/2019-3354/","2019-3354","Firearm Discharge","08-21-2019","08-21-2019 12:41 pm","02"
"https://www.chicagocopa.org/case/2019-3403/","2019-3403","Firearm Discharge","08-24-2019","08-24-2019 2:32 am","04"
"https://www.chicagocopa.org/case/2019-3806-and-3807/","2019-3806 and 3807","Firearm Discharge","09-21-2019","09-21-2019 8:41 am","07"
"https://www.chicagocopa.org/case/2019-4249/","2019-4249","Other Use Of Force","10-20-2019","10-20-2019 12:55 am","19"
"https://www.chicagocopa.org/case/2019-4852/","2019-4852","Other Use Of Force","11-28-2019","11-28-2019 3:58 pm","06"
"https://www.chicagocopa.org/case/2019-4934/","2019-4934","Firearm Discharge","12-04-2019","12-04-2019 8:37 pm","11"
"https://www.chicagocopa.org/case/2019-5064/","2019-5064","Other Use Of Force","12-12-2019","12-12-2019 7:20 pm","05"
"https://www.chicagocopa.org/case/2019-5220/","2019-5220","Other Use Of Force","12-24-2019","12-24-2019 1:50 am","04"
"https://www.chicagocopa.org/case/2020-0022/","2020-0022","Firearm Discharge","01-02-2020","01-02-2020 12:52 pm","25"
"https://www.chicagocopa.org/case/2020-0062/","2020-0062","Firearm Discharge","01-04-2020","01-04-2020 3:28 pm","04"
"https://www.chicagocopa.org/case/2020-0672/","2020-0672","Firearm Discharge","02-09-2020","04-09-2020 5:15 pm","19"
"https://www.chicagocopa.org/case/2020-717/","2020-0717","Other Use Of Force","02-05-2020","02-05-2020 11:53 am","11"
"https://www.chicagocopa.org/case/2020-0988/","2020-0988","Firearm Discharge","02-28-2020","02-28-2020 4:10 pm","18"
"https://www.chicagocopa.org/case/2020-1000/","2020-1000","Firearm Discharge","03-01-2020","03-01-2020 3:17 pm","10"
"https://www.chicagocopa.org/case/2020-1006/","2020-1006","Other Use Of Force","03-02-2020","03-02-2020 1:45 am","18"
"https://www.chicagocopa.org/case/2020-1086/","2020-1086","Firearm Discharge","03-06-2020","03-06-2020 7:50 pm","09"
"https://www.chicagocopa.org/case/2020-1097/","2020-1097","Firearm Discharge","03-08-2020","03-08-2020 8:36 am","16"
"https://www.chicagocopa.org/case/2020-1617/","2020-1671","Firearm Discharge","04-28-2020","04-28-2020 12:15 am","05"
"https://www.chicagocopa.org/case/2020-1703/","2020-1703","Firearm Discharge","05-01-2020","05-01-2020 1:13 pm","11"
"https://www.chicagocopa.org/case/2020-2102/","2020-2102","Firearm Discharge","06-01-2020","06-01-2020 12:01 am","08"
"https://www.chicagocopa.org/case/2020-2540/","2020-2540","Firearm Discharge","06-08-2020","06-08-2020 12:20 am","15"
"https://www.chicagocopa.org/case/2020-2572/","2020-2572","Firearm Discharge","06-09-2020","06-09-2020 3:19 am","09"
"https://www.chicagocopa.org/case/2020-2663/","2020-2663","Firearm Discharge","06-12-2020","06-12-2020 5:08 pm","07"
"https://www.chicagocopa.org/case/2020-2881/","2020-2881","Firearm Discharge","06-24-2020","06-24-2020 11:26 pm","04"
"https://www.chicagocopa.org/case/2020-3020/","2020-3020","Other Use Of Force","07-03-2020","07-03-2020 9:53 pm","12"
"https://www.chicagocopa.org/case/2020-3121/","2020-3121","Firearm Discharge","07-10-2020","07-10-2020 7:40 am","11"
"https://www.chicagocopa.org/case/2020-3249/","2020-3249","Firearm Discharge","07-18-2020","07-18-2020 6:00 am","04"
"https://www.chicagocopa.org/case/2020-3466/","2020-3466","Firearm Discharge","07-30-2020","07-30-2020 9:34 am","25"
"https://www.chicagocopa.org/case/2020-3612/","2020-3612","Firearm Discharge","08-07-2020","08-07-2020 2:23 am","06"
"https://www.chicagocopa.org/case/2020-3647/","2020-3647","Firearm Discharge","08-09-2020","08-09-2020 2:38 pm","07"
"https://www.chicagocopa.org/case/2020-3664/","2020-3664","Firearm Discharge","08-10-2020","08-10-2020 4:31 am","01"
"https://www.chicagocopa.org/case/2020-3949/","2020-3949","Firearm Discharge","08-21-2020","08-21-2020 10:35 pm","01"
"https://www.chicagocopa.org/case/2020-4052/","2020-4052","Firearm Discharge","08-29-2020","08-29-2020 10:29 am","02"
"https://www.chicagocopa.org/case/2020-4063/","2020-4063","Firearm Discharge","08-30-2020","08-30-2020 2:38 am","11"
"https://www.chicagocopa.org/case/2020-4077/","2020-4077","Firearm Discharge","08-31-2020","08-31-2020 3:52 am","16"
"https://www.chicagocopa.org/case/2020-4103/","2020-4103","Firearm Discharge","08-31-2020","08-31-2020 11:09 pm","12"
"https://www.chicagocopa.org/case/2020-4177/","2020-4177","Firearm Discharge","09-05-2020","09-05-2020 1:41 am","08"
"https://www.chicagocopa.org/case/2020-4278/","2020-4278","Firearm Discharge","09-12-2020","09-12-2020 8:36 am","05"
"https://www.chicagocopa.org/case/2020-4312/","2020-4312","Firearm Discharge","09-15-2020","09-15-2020 9:54 pm","12"
"https://www.chicagocopa.org/case/2020-4463/","2020-4463","Firearm Discharge","09-25-2020","09-25-2020 9:05 pm","20"
"https://www.chicagocopa.org/case/2020-4697/","2020-4697","Firearm Discharge","10-13-2020","10-13-2020 9:59 pm","08"
"https://www.chicagocopa.org/case/2020-4833/","2020-4833","Firearm Discharge","10-23-2020","10-23-2020 12:26 pm","10"
"https://www.chicagocopa.org/case/2020-5340/","2020-5340","Firearm Discharge","11-28-2020","11-28-2020 3:15 pm","24"
"https://www.chicagocopa.org/case/2020-5484/","2020-5484","Firearm Discharge","12-08-2020","12-08-2020 4:56 pm","24"
"https://www.chicagocopa.org/case/2020-5485/","2020-5485","Firearm Discharge","12-09-2020","12-09-2020 1:47 am","08"
"https://www.chicagocopa.org/case/2020-5517/","2020-5517","Firearm Discharge","12-11-2020","12-11-2020 10:48 pm","17"
"https://www.chicagocopa.org/case/2020-5621/","2020-5621","Firearm Discharge","12-18-2020","12-18-2020 11:47 am","25"
"https://www.chicagocopa.org/case/2020-5727/","2020-5727","Firearm Discharge","12-27-2020","12-27-2020 10:18 pm","02"
"https://www.chicagocopa.org/case/2021-0001/","2021-0001","Firearm Discharge","01-01-2021","01-01-2021 12:08 pm","10"
"https://www.chicagocopa.org/case/2021-0117/","2021-0117","Firearm Discharge","01-09-2021","01-09-2021 3:30 pm","10"
"https://www.chicagocopa.org/case/2021-0234/","2021-0234","Firearm Discharge","01-18-2021","01-18-2021 9:54 pm","11"
"https://www.chicagocopa.org/case/2021-0333/","2021-0333","Firearm Discharge","01-26-2021","01-26-2021 2:30 am","10"
"https://www.chicagocopa.org/case/2021-0891/","2021-0891","Firearm Discharge","03-11-2021","03-11-2021 12:04 pm","03"
"https://www.chicagocopa.org/case/2021-0901/","2021-0901","Firearm Discharge","03-12-2021","03-12-2021 6:07 am","17"
"https://www.chicagocopa.org/case/2021-1003/","2021-1003","Firearm Discharge","03-20-2021","03-20-2021 11:20 am","15"
"https://www.chicagocopa.org/case/2021-1076/","2021-1076","Firearm Discharge","03-25-2021","03-25-2021 5:04 pm","09"
"https://www.chicagocopa.org/case/2021-1112/","2021-1112","Firearm Discharge","03-29-2021","03-29-2021 2:53 am","10"
"https://www.chicagocopa.org/case/2021-1161/","2021-1161","Firearm Discharge","03-31-2021","03-31-2021 12:18 am","16"
"https://www.chicagocopa.org/case/2021-1162/","2021-1162","Firearm Discharge","03-31-2021","03-31-2021 12:53 am","17"
